order_id,user_id,order_date,category,revenue,discount,cost
22062,815,2026-02-26,electronics,6.43,0.58,3.64
22063,4045,2025-02-11,fashion,109.95,14.98,48.16
22064,3896,2026-01-16,home,49.26,6.37,32.18
22065,2118,2025-04-25,home,61.72,10.29,40.97
22066,1309,2024-07-01,sports,6.38,0.13,3.89
22067,4096,2024-08-03,electronics,44.65,3.0,27.85
22068,4234,2025-08-30,electronics,49.32,0.08,22.74
22069,3175,2026-05-04,home,39.67,0.27,25.46
22070,889,2024-09-07,fashion,106.97,14.42,54.28
22071,4864,2024-12-20,fashion,41.7,3.22,18.1
22072,4453,2026-05-15,fashion,23.89,0.21,15.29
22073,1050,2025-01-21,fashion,39.53,4.64,16.52
22074,4073,2024-12-28,sports,59.18,0.5,28.69
22075,3477,2026-03-06,electronics,15.63,0.49,6.54
22076,2385,2024-12-22,beauty,81.0,2.06,34.44
22077,1501,2026-01-25,home,37.28,1.31,20.58
22078,250,2025-11-17,beauty,45.46,4.54,29.63
22079,4221,2026-06-09,sports,76.98,15.13,32.34
22080,4855,2025-08-21,beauty,96.09,0.85,41.28
22081,1953,2026-04-11,home,60.18,11.19,40.57
22082,425,2025-10-05,home,21.2,0.75,9.85
22083,2947,2025-09-05,sports,18.22,1.39,12.6
22084,1172,2026-02-26,beauty,35.89,5.59,15.5
22085,670,2026-06-04,sports,61.81,5.29,30.88
22086,1869,2025-08-01,beauty,173.46,21.08,98.83
22087,4974,2026-06-02,beauty,46.03,8.41,31.13
22088,3417,2024-11-05,fashion,48.55,1.24,23.78
22089,3261,2025-10-16,fashion,46.78,2.15,25.43
22090,1191,2025-07-07,sports,102.19,17.08,59.92
22091,4280,2025-07-31,home,23.28,2.63,15.5
22092,4787,2024-06-18,beauty,6.66,0.37,4.17
22093,1139,2024-10-09,electronics,41.58,0.22,19.28
22094,1637,2024-07-01,sports,27.03,3.25,14.44
22095,3049,2025-02-25,electronics,44.44,2.82,18.82
22096,442,2026-02-02,home,2.26,0.33,1.21
22097,323,2025-12-03,sports,5.75,0.75,3.1
22098,804,2026-02-03,home,48.81,9.7,28.8
22099,560,2025-08-20,electronics,71.01,6.79,46.56
22100,813,2025-05-08,beauty,50.28,8.91,20.53
22101,1156,2025-08-31,beauty,45.51,5.63,30.67
22102,1507,2025-03-08,fashion,193.32,21.0,99.07
22103,3476,2024-06-17,home,62.67,2.7,33.39
22104,881,2025-06-24,beauty,34.93,3.17,19.45
22105,889,2024-11-13,beauty,37.56,3.18,22.56
22106,2964,2024-11-08,home,20.29,1.91,11.15
22107,4803,2024-09-08,electronics,82.54,1.67,38.02
22108,3533,2026-01-06,electronics,47.22,1.16,22.18
22109,736,2025-02-08,beauty,61.26,8.87,33.46
22110,3038,2025-12-27,fashion,45.85,3.83,19.21
22111,4099,2026-01-30,fashion,49.51,2.66,31.83
22112,1287,2025-05-11,fashion,25.14,0.67,12.65
22113,2158,2024-12-28,beauty,44.65,1.53,30.63
22114,848,2025-12-08,sports,111.77,4.73,60.08
22115,1861,2026-03-02,home,22.32,3.43,10.9
22116,3597,2025-01-13,sports,146.45,8.61,80.26
22117,423,2025-09-14,electronics,32.25,0.15,16.15
22118,430,2024-11-17,electronics,56.44,7.7,37.16
22119,4291,2025-10-17,beauty,18.72,1.41,9.73
22120,536,2025-04-24,fashion,48.16,4.49,30.35
22121,64,2025-11-18,electronics,125.97,10.98,54.94
22122,2034,2026-03-31,home,59.7,6.3,25.69
22123,4615,2025-09-26,beauty,20.32,1.32,12.11
22124,1932,2025-08-29,home,52.24,1.1,29.19
22125,923,2025-08-28,home,53.91,6.11,29.78
22126,4279,2025-03-20,home,12.41,2.26,7.59
22127,3829,2024-08-29,home,29.68,1.81,15.89
22128,853,2025-04-07,electronics,25.79,3.98,15.36
22129,3834,2025-06-17,home,60.52,11.74,28.77
22130,1479,2025-10-14,fashion,85.32,4.58,51.91
22131,3714,2024-11-15,home,1.46,0.25,1.02
22132,1536,2026-05-08,electronics,33.42,5.98,23.12
22133,400,2024-12-23,sports,12.88,0.56,5.8
22134,1990,2025-02-23,beauty,110.21,8.27,67.59
22135,1886,2024-07-21,beauty,74.62,7.18,30.56
22136,1534,2026-04-13,fashion,51.48,2.57,21.59
22137,1029,2025-03-04,sports,25.63,0.05,14.02
22138,1231,2025-03-20,fashion,82.47,6.52,56.59
22139,12,2025-06-17,home,30.23,2.28,21.03
22140,4502,2026-01-26,beauty,26.75,3.65,14.04
22141,4237,2024-12-20,electronics,89.66,9.95,51.31
22142,570,2025-08-03,electronics,45.19,2.89,22.22
22143,3694,2025-03-01,electronics,99.29,9.38,54.49
22144,4021,2025-07-04,beauty,41.25,4.5,25.43
22145,1076,2024-12-09,sports,30.38,0.25,17.77
22146,1682,2025-05-16,electronics,47.62,9.36,32.47
22147,1251,2025-08-26,beauty,25.3,4.86,16.19
22148,1969,2024-06-28,sports,76.04,0.75,53.09
22149,4846,2025-12-03,beauty,34.06,2.63,23.73
22150,4924,2024-08-14,home,104.2,0.66,62.69
22151,4968,2024-09-04,beauty,230.25,17.96,137.19
22152,1512,2025-08-28,fashion,68.81,9.91,36.64
22153,4099,2026-05-12,home,41.7,5.32,17.86
22154,4088,2024-09-30,electronics,174.45,26.54,111.7
22155,4526,2024-12-12,electronics,75.65,8.28,51.13
22156,2514,2025-05-01,fashion,21.72,0.25,10.41
22157,3209,2026-04-20,fashion,103.17,13.75,45.36
22158,2606,2024-07-20,fashion,70.98,13.43,38.86
22159,3208,2024-11-22,beauty,144.38,1.05,81.51
22160,3958,2025-06-13,beauty,5.59,0.04,3.59
22161,2986,2025-05-02,sports,5.46,0.53,2.73
22162,4546,2025-08-05,sports,60.54,6.63,35.21
22163,2813,2026-01-10,fashion,41.86,7.91,29.05
22164,2892,2024-08-11,sports,125.03,3.51,59.31
22165,4803,2024-09-03,beauty,95.47,7.37,61.21
22166,4455,2025-11-26,sports,84.91,14.19,48.92
22167,1302,2025-08-16,home,217.55,34.75,149.13
22168,174,2025-05-24,electronics,5.36,0.39,3.27
22169,1410,2025-12-26,sports,96.88,5.06,43.01
22170,4237,2024-09-29,home,45.65,3.04,18.51
22171,2471,2024-12-04,home,19.54,1.99,10.07
22172,4272,2026-01-10,sports,26.36,2.64,17.53
22173,2824,2024-11-29,sports,72.42,6.83,30.04
22174,1883,2024-12-02,beauty,39.8,6.47,20.42
22175,3979,2025-03-31,home,25.52,1.91,16.4
22176,4585,2024-08-30,home,175.6,2.02,113.98
22177,845,2024-07-14,fashion,46.06,3.02,29.17
22178,2912,2025-01-01,fashion,4.17,0.22,1.95
22179,1973,2024-06-25,sports,6.55,0.0,4.11
22180,3566,2026-05-30,home,86.62,16.41,58.33
22181,1382,2025-09-15,beauty,29.51,5.75,19.9
22182,2154,2025-04-29,home,36.7,5.27,16.99
22183,512,2024-09-17,electronics,41.19,4.87,16.5
22184,3537,2025-01-19,sports,95.12,4.91,53.9
22185,2419,2025-10-28,home,101.86,14.21,42.4
22186,1288,2025-09-16,electronics,65.47,9.28,37.95
22187,1491,2026-05-08,beauty,46.04,7.54,23.63
22188,2537,2025-05-31,beauty,20.93,1.49,13.76
22189,3951,2026-05-10,home,43.47,2.55,27.17
22190,2095,2024-11-25,electronics,56.93,5.91,30.21
22191,671,2024-08-27,fashion,54.47,8.57,27.14
22192,70,2025-03-07,home,33.59,6.2,15.01
22193,3225,2026-06-03,home,38.79,5.05,22.96
22194,1230,2024-12-16,fashion,44.93,3.84,21.71
22195,2203,2025-10-04,fashion,46.2,3.45,30.38
22196,304,2024-09-16,electronics,20.57,3.81,10.68
22197,1037,2024-08-27,fashion,75.05,5.81,46.95
22198,254,2026-03-03,fashion,65.06,4.28,44.79
22199,2315,2024-12-27,fashion,23.44,0.03,11.4
22200,1965,2026-02-20,home,26.05,2.73,14.44
22201,2810,2025-09-23,fashion,21.87,0.89,12.12
22202,2670,2025-08-07,electronics,90.63,1.01,37.92
22203,1866,2026-01-16,fashion,25.4,1.67,10.65
22204,3224,2025-10-17,beauty,54.72,4.56,26.92
22205,1703,2026-06-14,beauty,52.59,9.77,30.18
22206,1447,2026-01-28,fashion,46.59,7.84,21.27
22207,573,2024-12-20,home,230.48,33.47,109.16
22208,4126,2024-07-20,electronics,29.49,4.62,14.35
22209,4181,2025-06-20,fashion,102.05,18.48,49.24
22210,287,2025-12-03,fashion,38.51,5.39,22.16
22211,4381,2025-01-17,beauty,153.97,29.5,66.4
22212,2362,2025-08-10,sports,97.3,18.72,58.41
22213,2387,2024-10-23,home,29.04,2.8,13.2
22214,2923,2025-11-08,home,5.12,0.84,2.53
22215,3497,2026-01-25,electronics,47.09,3.41,27.22
22216,3235,2025-12-08,fashion,127.9,18.95,79.79
22217,898,2026-01-02,sports,44.46,2.65,25.9
22218,2140,2024-06-20,home,99.24,6.96,56.68
22219,2139,2026-06-05,sports,35.76,6.33,20.99
22220,2386,2026-04-01,beauty,85.92,8.56,54.36
22221,3031,2025-07-01,beauty,17.83,2.04,8.75
22222,4668,2026-03-12,fashion,41.73,3.92,21.91
22223,4421,2024-12-01,beauty,11.35,2.05,7.14
22224,282,2026-02-24,fashion,38.25,4.56,25.56
22225,4519,2025-05-01,home,59.24,5.39,31.05
22226,4239,2026-05-06,sports,60.9,11.66,27.67
22227,4075,2025-02-27,electronics,74.55,11.62,36.9
22228,1717,2024-09-01,beauty,46.07,7.79,21.93
22229,1945,2024-08-23,electronics,9.47,0.21,3.8
22230,4950,2025-07-12,home,49.24,7.9,32.56
22231,405,2025-09-11,electronics,107.72,1.87,61.91
22232,4241,2024-12-11,beauty,82.1,1.62,36.74
22233,4741,2026-06-04,home,131.24,11.99,85.69
22234,142,2025-09-06,beauty,7.55,0.36,4.01
22235,2646,2025-01-17,home,61.63,11.74,35.24
22236,2925,2024-06-16,beauty,21.82,3.25,8.94
22237,2002,2025-05-13,electronics,49.09,3.51,31.74
22238,4741,2025-12-08,sports,69.39,11.9,47.35
22239,4547,2025-03-14,sports,45.89,6.63,29.28
22240,3693,2026-06-11,sports,109.45,0.16,74.4
22241,3500,2025-03-20,electronics,84.54,11.59,36.15
22242,4015,2026-01-22,fashion,12.44,0.27,5.14
22243,1927,2025-06-02,sports,69.35,8.78,45.98
22244,2517,2025-08-22,fashion,75.24,0.67,41.63
22245,1545,2025-12-08,beauty,65.95,10.57,26.58
22246,2559,2024-10-21,beauty,10.23,0.83,6.05
22247,3339,2024-07-06,home,66.58,9.17,38.28
22248,4023,2026-01-10,electronics,33.8,2.81,18.76
22249,3898,2024-08-30,fashion,24.36,4.08,12.72
22250,1472,2025-10-16,electronics,80.27,14.86,38.94
22251,2268,2025-09-03,beauty,70.34,3.34,28.77
22252,2568,2024-07-02,sports,16.04,1.54,10.53
22253,890,2025-11-16,home,67.91,11.0,37.52
22254,2649,2025-01-15,beauty,96.81,9.11,44.39
22255,4697,2024-11-12,fashion,77.93,13.94,35.71
22256,4937,2024-10-27,home,27.45,3.1,14.11
22257,109,2026-03-16,home,42.12,1.73,21.94
22258,2744,2024-10-15,fashion,49.23,2.95,32.98
22259,3506,2024-12-14,electronics,61.01,8.53,35.38
22260,270,2026-01-09,electronics,71.14,10.61,31.26
22261,130,2024-07-21,sports,35.59,2.33,17.29
22262,2656,2026-01-05,electronics,29.26,5.68,17.91
22263,1025,2024-11-02,home,88.56,13.73,44.89
22264,4914,2024-11-15,beauty,162.34,24.35,67.58
22265,1946,2026-03-20,electronics,65.32,8.88,40.59
22266,1514,2024-11-25,beauty,92.3,17.37,59.99
22267,4845,2024-11-16,fashion,200.18,33.05,122.61
22268,756,2024-09-27,home,57.59,6.16,31.46
22269,2207,2025-01-31,electronics,70.44,3.57,47.99
22270,2530,2025-06-08,home,34.3,2.19,16.38
22271,1647,2024-08-02,home,55.2,2.69,27.99
22272,218,2025-11-11,sports,29.89,5.33,19.46
22273,3733,2025-05-31,sports,107.27,13.15,46.93
22274,3771,2024-12-08,fashion,86.98,17.11,60.53
22275,1791,2025-10-09,fashion,47.04,2.91,19.61
22276,4805,2024-09-28,beauty,11.29,0.19,6.77
22277,1395,2024-07-10,electronics,68.41,8.47,35.05
22278,2388,2024-09-15,home,27.74,4.61,18.37
22279,1132,2025-12-31,sports,189.28,2.96,102.61
22280,2979,2026-05-25,sports,21.87,1.72,12.34
22281,759,2025-12-30,sports,39.39,2.5,23.41
22282,501,2024-11-21,home,74.9,4.05,30.28
22283,1408,2025-03-27,sports,34.21,2.8,14.82
22284,1513,2025-10-16,beauty,114.3,10.67,59.12
22285,3311,2026-01-24,beauty,50.51,7.46,32.31
22286,1517,2026-04-30,home,19.81,2.32,12.84
22287,2434,2026-01-28,fashion,52.1,5.63,27.02
22288,927,2025-02-03,sports,126.61,2.31,51.86
22289,2137,2026-03-26,fashion,31.84,0.06,17.47
22290,2868,2025-12-01,beauty,55.22,10.18,31.12
22291,2208,2025-05-17,sports,89.31,6.73,62.1
22292,4059,2024-10-13,home,58.98,3.76,31.5
22293,4340,2025-12-02,beauty,60.15,11.11,29.87
22294,228,2024-08-04,fashion,12.15,0.97,5.68
22295,2886,2026-03-25,electronics,27.05,3.36,11.74
22296,702,2026-05-16,home,21.77,1.86,14.1
22297,556,2024-10-17,electronics,57.2,5.48,39.97
22298,3805,2025-06-18,electronics,139.04,4.28,88.26
22299,3319,2025-04-05,electronics,59.24,3.26,33.59
22300,3716,2024-06-21,beauty,60.36,6.72,27.2
22301,779,2024-10-27,electronics,137.23,12.4,88.47
22302,236,2025-04-02,sports,107.32,10.48,50.93
22303,826,2024-07-13,sports,25.41,4.86,12.63
22304,4154,2025-08-04,fashion,47.01,3.27,21.85
22305,3179,2024-10-30,electronics,47.71,3.63,24.99
22306,3403,2025-11-29,electronics,61.65,7.28,34.34
22307,3220,2026-04-01,fashion,10.37,1.43,5.74
22308,3398,2026-05-10,electronics,17.41,3.36,9.5
22309,1087,2025-05-08,home,46.96,4.66,29.61
22310,3566,2024-09-08,beauty,39.49,0.18,19.28
22311,3387,2024-08-20,beauty,141.93,3.29,76.66
22312,608,2026-01-30,fashion,26.68,5.0,13.78
22313,2306,2024-10-16,home,117.92,11.95,74.31
22314,4942,2024-11-27,home,16.93,0.56,11.02
22315,1806,2024-08-11,beauty,31.22,5.91,13.76
22316,316,2024-10-13,sports,40.27,7.84,21.36
22317,543,2025-05-04,fashion,25.1,1.17,15.7
22318,4137,2024-09-08,beauty,26.96,2.1,12.93
22319,1354,2025-05-19,fashion,47.47,1.65,20.61
22320,1283,2024-12-11,home,18.77,0.75,8.05
22321,125,2025-12-11,fashion,73.12,1.4,40.92
22322,4705,2026-03-09,sports,16.21,0.91,10.32
22323,1030,2024-10-23,beauty,96.41,12.05,59.81
22324,312,2025-01-08,sports,9.32,0.34,5.56
22325,3671,2025-12-22,electronics,48.45,8.51,23.59
22326,4236,2025-07-25,electronics,27.19,5.08,17.98
22327,3017,2025-12-22,electronics,28.26,4.6,18.03
22328,4350,2025-08-21,fashion,89.86,3.45,61.74
22329,72,2026-05-03,electronics,21.03,2.88,11.91
22330,1248,2025-11-23,beauty,41.64,3.48,26.25
22331,3133,2025-08-02,electronics,90.47,14.07,43.29
22332,4675,2026-05-16,electronics,166.68,16.56,102.93
22333,2087,2026-06-09,home,43.08,6.29,21.13
22334,890,2025-09-18,electronics,75.48,6.13,48.99
22335,4494,2026-05-15,beauty,13.79,2.27,8.21
22336,2638,2026-05-29,electronics,36.09,0.08,17.94
22337,3608,2025-09-13,sports,81.78,8.39,51.2
22338,3200,2025-02-27,sports,91.74,5.19,48.23
22339,4931,2026-05-05,beauty,26.61,2.29,17.2
22340,40,2025-06-02,sports,188.77,7.22,85.35
22341,84,2024-10-16,home,8.1,0.85,4.56
22342,2457,2026-03-21,beauty,30.93,2.85,18.48
22343,2223,2025-09-20,fashion,111.89,13.4,50.19
22344,4689,2025-08-03,fashion,41.75,4.44,24.63
22345,3783,2025-11-11,electronics,16.19,0.99,8.46
22346,4129,2025-08-30,fashion,21.02,2.76,13.16
22347,4009,2024-11-30,electronics,87.79,7.14,44.23
22348,2084,2025-05-30,fashion,34.72,6.91,16.72
22349,2063,2025-05-12,electronics,10.09,1.04,5.93
22350,1893,2024-10-27,electronics,58.18,6.61,32.15
22351,3947,2025-10-03,fashion,69.28,12.65,29.68
22352,4748,2026-03-27,fashion,21.96,3.52,12.57
22353,931,2026-02-23,fashion,11.66,0.1,5.66
22354,3430,2025-05-27,home,80.7,6.21,54.08
22355,4029,2025-01-18,fashion,23.17,4.18,15.92
22356,3262,2025-02-16,beauty,7.08,0.82,2.87
22357,2361,2025-01-04,beauty,74.74,8.33,31.72
22358,2095,2025-09-29,fashion,21.5,1.5,11.03
22359,2820,2024-11-29,beauty,28.47,2.62,16.64
22360,1126,2026-06-05,fashion,43.38,1.57,24.38
22361,2982,2026-01-06,sports,19.38,1.08,10.81
22362,1261,2026-02-26,beauty,47.4,8.4,22.34
22363,1132,2026-02-05,home,7.68,0.99,3.71
22364,3018,2026-03-27,home,91.43,10.86,58.33
22365,4873,2024-07-01,fashion,74.67,8.2,32.17
22366,3649,2024-11-15,fashion,77.83,2.25,45.18
22367,2445,2025-04-27,electronics,54.24,5.2,27.77
22368,3071,2025-01-31,fashion,53.0,2.48,32.04
22369,4237,2025-04-03,electronics,106.95,6.4,50.86
22370,1502,2026-02-06,fashion,79.98,7.42,35.18
22371,4125,2025-08-05,fashion,14.23,2.05,6.51
22372,1833,2025-06-12,beauty,153.67,29.39,72.69
22373,1185,2026-06-06,beauty,60.25,8.2,35.03
22374,516,2024-08-25,electronics,58.21,1.1,25.18
22375,1470,2026-04-26,fashion,64.27,1.71,28.98
22376,2418,2025-09-10,electronics,62.14,1.89,40.91
22377,4699,2024-09-13,electronics,61.25,7.0,36.56
22378,2868,2026-02-24,beauty,24.61,2.05,10.0
22379,2669,2025-12-07,fashion,42.37,7.25,22.6
22380,2032,2024-09-22,home,19.04,2.72,8.7
22381,1302,2026-05-16,home,90.62,2.08,40.97
22382,3265,2024-07-27,beauty,77.43,12.98,34.62
22383,2795,2024-12-11,sports,30.21,4.46,16.04
22384,334,2026-01-09,fashion,72.83,10.18,34.65
22385,4505,2025-12-11,home,27.29,4.4,16.18
22386,2500,2025-08-04,beauty,212.62,23.7,104.39
22387,4370,2026-04-12,sports,21.73,0.01,11.42
22388,775,2024-09-11,sports,21.74,0.85,13.55
22389,3646,2025-08-25,fashion,109.15,4.47,51.58
22390,2919,2025-06-23,electronics,5.96,1.04,2.83
22391,393,2025-04-18,beauty,92.37,2.81,51.59
22392,1703,2026-05-23,beauty,17.13,2.12,11.11
22393,1525,2025-11-02,home,188.13,34.26,86.34
22394,1229,2025-09-10,home,25.81,2.98,15.43
22395,4118,2025-12-21,fashion,8.48,1.51,5.62
22396,933,2026-01-09,home,62.58,4.37,33.43
22397,1424,2026-03-12,beauty,4.64,0.02,3.12
22398,1795,2024-09-29,fashion,55.48,4.54,28.96
22399,1406,2024-07-27,home,70.26,13.77,41.23
22400,339,2025-07-23,beauty,43.02,4.13,23.18
22401,1789,2024-11-02,electronics,111.42,2.47,48.24
22402,1965,2025-08-08,beauty,133.55,23.65,60.5
22403,3127,2026-04-27,sports,12.15,0.03,5.61
22404,1158,2024-12-13,beauty,15.99,0.73,10.23
22405,1826,2026-02-26,sports,7.97,0.93,3.95
22406,860,2024-09-22,sports,16.95,2.37,11.02
22407,3528,2024-12-19,fashion,22.53,3.25,13.86
22408,4840,2026-05-22,home,43.45,2.09,27.1
22409,3486,2024-07-25,home,76.04,9.9,35.11
22410,453,2025-07-15,fashion,43.7,7.21,29.21
22411,4525,2026-04-13,home,48.31,4.46,20.08
22412,942,2025-09-30,electronics,47.56,6.25,21.06
22413,714,2025-08-12,home,24.05,1.37,11.42
22414,162,2026-05-03,sports,82.75,2.69,39.46
22415,3757,2024-08-12,beauty,3.45,0.21,1.96
22416,1078,2024-12-20,sports,41.11,0.71,18.08
22417,1886,2025-08-08,sports,55.42,9.57,32.82
22418,1826,2025-08-18,beauty,61.72,8.25,31.14
22419,592,2024-08-19,electronics,35.72,5.43,19.72
22420,602,2025-03-06,fashion,31.1,2.6,17.62
22421,1493,2025-07-28,home,89.34,3.93,48.49
22422,4102,2025-08-07,electronics,62.63,2.39,31.75
22423,2631,2024-08-27,home,248.91,13.89,164.5
22424,696,2025-01-03,beauty,92.1,8.1,55.4
22425,3690,2025-01-04,sports,77.43,4.9,53.69
22426,1037,2025-02-28,home,34.72,3.07,19.59
22427,1486,2025-08-16,fashion,160.37,31.15,103.94
22428,4028,2024-09-29,beauty,44.51,0.09,25.01
22429,640,2026-03-21,beauty,194.89,24.89,118.46
22430,1805,2024-11-01,home,119.29,12.0,81.48
22431,2042,2024-07-20,sports,38.0,3.32,23.02
22432,2878,2025-05-14,fashion,15.35,2.54,10.24
22433,3360,2025-07-01,electronics,99.85,4.42,54.64
22434,293,2026-04-07,beauty,163.09,14.75,84.35
22435,523,2026-03-28,fashion,35.02,6.58,18.78
22436,952,2024-11-22,home,70.61,10.43,42.12
22437,2934,2024-10-02,electronics,11.19,2.09,4.98
22438,2515,2026-03-01,electronics,83.6,14.89,33.51
22439,556,2026-02-19,sports,45.43,1.56,24.14
22440,3487,2024-12-04,beauty,126.08,12.07,66.24
22441,976,2025-12-10,sports,15.74,2.27,10.81
22442,3614,2025-10-23,home,25.69,0.2,17.22
22443,3110,2024-08-24,sports,46.18,6.49,26.35
22444,2467,2025-07-23,electronics,52.95,2.34,31.15
22445,4229,2024-10-08,beauty,16.23,2.5,7.15
22446,1018,2025-10-14,sports,54.79,10.32,25.83
22447,4810,2025-05-25,fashion,184.31,25.75,122.7
22448,2874,2024-08-10,sports,156.3,2.24,88.08
22449,788,2025-05-09,electronics,30.01,2.86,12.51
22450,1971,2025-12-27,home,59.86,2.69,39.86
22451,1731,2025-10-21,sports,63.42,6.92,35.18
22452,4781,2025-08-14,fashion,83.85,13.3,37.33
22453,4853,2024-08-17,beauty,63.07,3.1,42.27
22454,3922,2026-01-10,fashion,74.03,5.6,33.22
22455,4638,2026-01-27,home,11.62,2.13,6.17
22456,1171,2025-02-20,home,50.89,2.13,27.23
22457,2038,2025-06-08,fashion,60.98,8.34,37.3
22458,2619,2024-10-21,home,119.27,1.29,81.85
22459,3246,2025-11-27,home,174.56,6.81,112.56
22460,3840,2025-01-16,fashion,42.91,1.29,20.54
22461,527,2026-04-05,fashion,9.95,1.33,4.19
22462,811,2025-03-05,fashion,87.45,6.45,47.08
22463,601,2024-07-09,electronics,47.78,7.5,23.32
22464,2950,2024-07-11,electronics,144.91,3.11,86.03
22465,3742,2026-01-31,electronics,43.45,3.77,29.91
22466,2519,2024-06-24,sports,36.42,6.76,21.14
22467,2119,2026-02-11,electronics,10.03,1.21,4.39
22468,4347,2024-07-07,fashion,6.67,0.81,3.99
22469,4571,2026-02-08,beauty,44.09,4.65,21.5
22470,1633,2025-11-14,fashion,96.18,12.14,46.01
22471,946,2025-12-04,fashion,16.0,1.52,7.39
22472,2341,2024-07-04,sports,26.15,2.75,16.06
22473,315,2026-04-17,home,14.87,0.28,6.28
22474,482,2026-03-06,sports,25.19,4.06,10.65
22475,3845,2025-12-29,fashion,124.15,12.24,58.55
22476,465,2024-07-09,home,73.77,0.71,51.3
22477,4596,2024-08-19,beauty,69.76,12.18,40.67
22478,2095,2025-02-21,beauty,53.35,8.8,33.97
22479,610,2024-10-22,home,52.79,5.03,24.26
22480,3447,2026-01-25,beauty,67.95,4.32,42.34
22481,3757,2026-01-13,sports,47.58,0.86,20.53
22482,2406,2026-03-05,fashion,33.66,2.11,19.1
22483,2271,2025-10-23,electronics,35.45,2.13,18.63
22484,4221,2025-09-14,sports,76.73,7.73,36.52
22485,1076,2024-08-17,sports,23.23,1.2,12.99
22486,3463,2024-08-19,electronics,6.77,0.6,3.77
22487,842,2025-12-02,fashion,68.58,11.2,46.05
22488,3336,2024-11-10,fashion,10.07,1.11,4.23
22489,1803,2025-06-24,sports,19.31,2.02,13.26
22490,602,2026-03-03,beauty,80.79,3.2,33.91
22491,3708,2024-08-31,beauty,52.52,0.28,31.19
22492,4408,2025-05-22,beauty,2.33,0.42,1.45
22493,4981,2026-02-14,electronics,40.06,7.89,22.38
22494,2121,2026-05-11,fashion,192.52,24.4,129.75
22495,3545,2025-08-08,electronics,9.8,1.68,6.78
22496,2964,2025-10-31,electronics,145.72,13.57,71.88
22497,4905,2025-03-31,electronics,68.99,9.56,34.19
22498,1988,2024-07-30,home,60.27,1.64,40.35
22499,3548,2026-02-17,sports,11.92,1.78,7.5
22500,1668,2025-10-18,fashion,110.44,21.97,64.53
22501,1828,2026-01-18,electronics,74.31,4.75,42.0
22502,3765,2025-09-28,beauty,60.49,10.6,37.85
22503,9,2024-07-06,fashion,11.07,1.74,7.4
22504,2402,2025-12-26,beauty,35.37,4.86,17.99
22505,3143,2024-10-10,beauty,54.03,5.51,35.01
22506,2485,2025-03-17,fashion,35.74,6.81,19.77
22507,3543,2025-02-13,sports,32.88,3.1,17.4
22508,1884,2025-04-06,electronics,52.7,9.45,36.03
22509,2086,2025-11-20,home,61.59,6.54,26.16
22510,2009,2024-09-13,beauty,25.38,5.03,14.8
22511,972,2026-02-23,beauty,49.6,8.42,33.46
22512,4967,2026-05-27,beauty,153.05,28.73,70.59
22513,1879,2025-07-12,fashion,97.76,10.79,65.13
22514,4476,2025-10-30,fashion,15.98,1.78,9.94
22515,3941,2025-01-27,fashion,43.33,2.29,27.03
22516,149,2026-01-21,sports,60.7,11.68,41.18
22517,1691,2025-01-28,fashion,134.21,25.13,54.04
22518,3817,2025-01-04,fashion,62.32,4.44,37.37
22519,3217,2024-10-17,fashion,25.89,3.45,14.45
22520,2641,2024-08-21,home,27.13,4.11,14.84
22521,3353,2025-08-13,electronics,45.16,5.47,20.36
22522,4225,2026-03-09,electronics,15.25,1.56,8.25
22523,44,2024-10-08,sports,74.27,2.19,49.57
22524,983,2025-09-25,electronics,28.51,5.58,16.83
22525,1599,2025-11-16,fashion,22.04,0.32,14.45
22526,2492,2025-09-06,home,121.3,22.74,54.48
22527,316,2025-08-09,beauty,135.62,18.16,72.6
22528,767,2025-06-21,electronics,109.85,13.62,49.39
22529,3450,2025-01-25,home,5.39,0.95,2.81
22530,2919,2025-07-02,sports,4.36,0.45,2.52
22531,3507,2025-07-26,electronics,40.88,6.21,27.72
22532,3857,2026-05-24,home,110.47,6.17,65.55
22533,958,2026-02-02,beauty,63.1,6.58,38.54
22534,1607,2024-08-14,beauty,15.58,2.51,8.3
22535,1878,2024-10-10,fashion,48.64,8.72,24.47
22536,3129,2024-10-30,sports,32.99,1.74,22.76
22537,572,2026-03-18,fashion,31.41,5.57,21.23
22538,1104,2026-01-29,home,64.03,10.9,27.14
22539,813,2025-01-26,beauty,107.62,2.99,54.09
22540,4547,2025-07-10,beauty,33.97,3.73,19.71
22541,496,2025-10-11,beauty,24.97,2.53,11.17
22542,3623,2026-02-18,home,160.42,28.08,97.67
22543,4311,2024-07-18,sports,27.15,3.4,14.82
22544,3961,2025-02-14,beauty,28.69,3.54,11.63
22545,3111,2025-04-06,home,74.41,0.76,48.59
22546,3210,2025-06-15,fashion,38.58,7.06,16.46
22547,4509,2024-07-17,sports,48.05,1.38,20.19
22548,4448,2025-07-14,sports,137.97,18.12,65.64
22549,1538,2025-05-19,home,60.81,1.2,38.3
22550,1728,2025-06-13,electronics,41.1,3.13,18.31
22551,4652,2024-07-06,beauty,48.37,5.02,27.99
22552,2179,2024-07-20,beauty,26.13,1.25,12.93
22553,632,2025-09-24,fashion,96.39,7.3,48.61
22554,2098,2024-07-23,sports,97.87,5.78,40.61
22555,963,2024-06-18,beauty,139.5,0.02,69.95
22556,1607,2025-11-12,home,36.56,6.65,20.69
