activity_id,user_id,activity_date,session_duration,pages_viewed,action_type
58904,4634,2025-05-20,36,8,purchase
58905,456,2025-11-13,46,18,view
58906,797,2025-01-03,17,6,login
58907,3210,2024-07-13,36,15,login
58908,2652,2024-08-14,16,4,login
58909,4223,2024-11-22,56,6,login
58910,137,2026-04-16,44,13,login
58911,461,2025-07-04,32,12,login
58912,3003,2025-01-11,9,13,login
58913,3618,2025-08-20,39,10,view
58914,1779,2025-09-05,3,12,login
58915,4040,2025-04-16,45,19,view
58916,2166,2026-03-25,13,18,add_to_cart
58917,4125,2025-07-09,40,3,login
58918,3195,2025-08-22,38,18,login
58919,4014,2026-03-07,40,14,view
58920,897,2024-09-25,2,9,view
58921,3034,2025-05-14,18,1,view
58922,3940,2026-03-27,55,5,add_to_cart
58923,510,2024-12-05,35,19,login
58924,1990,2026-05-20,56,10,login
58925,3364,2025-07-01,26,1,view
58926,2097,2025-04-07,45,15,login
58927,2677,2025-10-01,48,1,view
58928,459,2024-09-22,55,1,view
58929,4740,2025-01-06,18,19,login
58930,3192,2025-04-20,14,4,login
58931,1373,2024-08-08,29,3,view
58932,2310,2024-06-20,19,4,login
58933,3709,2025-02-28,29,15,login
58934,443,2025-12-27,26,15,login
58935,2427,2026-05-28,15,12,login
58936,1592,2025-09-02,16,15,view
58937,2557,2025-10-18,29,5,view
58938,3148,2025-09-24,41,3,add_to_cart
58939,2667,2025-10-31,48,11,login
58940,3840,2024-12-22,2,1,view
58941,3606,2024-09-10,30,3,login
58942,2252,2025-08-13,34,17,login
58943,3560,2026-05-22,9,13,add_to_cart
58944,857,2024-07-03,59,18,view
58945,4661,2025-01-30,55,8,view
58946,4113,2025-11-16,55,17,purchase
58947,438,2025-02-04,51,8,login
58948,4433,2026-02-09,33,4,view
58949,2738,2025-06-27,58,15,view
58950,3906,2025-10-02,5,14,purchase
58951,4789,2025-01-23,57,17,add_to_cart
58952,1730,2024-07-05,56,14,add_to_cart
58953,4128,2025-02-25,11,8,view
58954,4574,2024-07-15,30,13,view
58955,1408,2026-02-25,50,6,purchase
58956,225,2026-01-11,57,2,view
58957,3339,2025-12-03,50,16,view
58958,3467,2025-02-25,55,14,login
58959,521,2026-02-15,12,16,view
58960,4932,2024-09-04,20,7,view
58961,1317,2025-03-01,47,17,add_to_cart
58962,1032,2025-09-13,39,12,view
58963,4786,2025-01-14,56,1,view
58964,379,2025-09-28,25,1,view
58965,3725,2024-06-25,53,1,view
58966,3478,2025-04-29,58,15,login
58967,2059,2026-01-28,38,18,add_to_cart
58968,3529,2024-08-02,11,15,login
58969,3679,2024-12-21,5,1,add_to_cart
58970,4736,2026-06-11,2,13,login
58971,966,2025-02-27,8,3,add_to_cart
58972,3294,2025-05-08,24,17,view
58973,430,2025-10-21,46,11,view
58974,2151,2026-02-14,32,16,add_to_cart
58975,1554,2024-10-19,54,6,login
58976,495,2025-06-09,55,10,view
58977,1268,2024-06-24,52,16,view
58978,2108,2026-05-09,41,3,login
58979,1487,2025-04-11,32,5,add_to_cart
58980,1201,2024-08-13,1,11,login
58981,2079,2024-06-29,56,16,view
58982,3071,2025-11-08,23,1,login
58983,4243,2025-03-24,56,9,view
58984,1356,2024-07-16,9,19,add_to_cart
58985,51,2024-07-31,50,6,add_to_cart
58986,2000,2026-02-04,16,3,login
58987,2277,2025-09-24,25,16,add_to_cart
58988,914,2024-08-31,23,11,view
58989,1080,2025-06-28,31,17,login
58990,3252,2026-03-04,44,3,view
58991,4552,2024-09-05,5,6,view
58992,4615,2026-06-13,4,13,view
58993,2832,2025-10-10,21,8,login
58994,4275,2025-10-17,58,4,view
58995,2241,2025-03-25,40,6,add_to_cart
58996,2247,2024-12-23,40,14,view
58997,1349,2025-05-24,36,4,view
58998,1918,2024-10-09,24,3,add_to_cart
58999,4261,2025-08-21,2,2,view
59000,1254,2026-05-05,30,3,login
59001,2465,2024-08-29,7,13,add_to_cart
59002,3774,2025-06-09,24,9,login
59003,1006,2025-06-26,44,17,login
59004,442,2026-01-16,55,8,view
59005,2709,2025-01-05,52,14,login
59006,1826,2024-06-20,13,11,view
59007,1313,2025-08-23,2,1,add_to_cart
59008,964,2025-10-06,56,7,login
59009,1280,2025-08-23,2,13,add_to_cart
59010,3869,2025-07-28,36,16,login
59011,402,2025-02-12,9,17,view
59012,1353,2025-06-18,25,1,login
59013,2163,2025-09-07,53,6,add_to_cart
59014,80,2025-05-24,3,6,add_to_cart
59015,1446,2025-03-25,31,17,add_to_cart
59016,2970,2025-11-08,1,6,add_to_cart
59017,4628,2024-11-27,43,2,add_to_cart
59018,2446,2024-08-13,8,1,view
59019,842,2026-02-14,28,11,view
59020,4033,2025-11-26,14,6,add_to_cart
59021,3130,2025-12-26,25,6,add_to_cart
59022,1302,2024-09-15,31,10,view
59023,2732,2025-03-24,8,9,login
59024,1478,2026-01-09,2,13,login
59025,2448,2026-04-13,47,15,add_to_cart
59026,551,2025-01-27,19,17,view
59027,1028,2025-02-21,41,19,login
59028,2012,2026-01-17,52,10,add_to_cart
59029,2574,2024-08-04,6,2,view
59030,1585,2025-05-09,54,3,login
59031,1378,2025-02-03,51,7,add_to_cart
59032,1041,2024-11-29,31,9,login
59033,1225,2026-01-16,4,5,login
59034,412,2024-12-22,44,9,view
59035,79,2025-12-03,45,5,view
59036,16,2025-10-26,48,10,view
59037,530,2025-09-16,16,9,login
59038,325,2025-07-31,14,16,view
59039,1936,2024-09-25,51,8,view
59040,4452,2025-07-24,47,1,view
59041,1627,2025-08-05,54,13,login
59042,761,2024-12-15,53,4,view
59043,1027,2025-04-11,54,13,login
59044,3029,2026-04-02,4,4,view
59045,127,2026-02-19,31,8,add_to_cart
59046,648,2026-03-26,21,10,add_to_cart
59047,3030,2025-06-09,22,18,view
59048,1496,2024-06-17,15,1,add_to_cart
59049,3855,2024-07-17,23,17,view
59050,620,2025-09-19,20,16,login
59051,3056,2025-06-04,20,12,add_to_cart
59052,3148,2024-12-28,4,6,login
59053,1309,2026-04-06,14,3,login
59054,3130,2024-09-05,13,5,view
59055,126,2026-04-07,18,12,login
59056,2133,2026-03-12,8,12,login
59057,2880,2025-08-18,9,16,add_to_cart
59058,3809,2025-08-15,52,5,login
59059,321,2025-05-04,46,17,view
59060,506,2025-08-18,18,8,view
59061,3217,2026-02-15,21,15,add_to_cart
59062,4916,2024-09-30,41,4,view
59063,2383,2026-02-03,11,11,add_to_cart
59064,4683,2025-08-18,18,19,view
59065,2638,2025-12-01,18,19,view
59066,4545,2026-05-06,44,7,login
59067,4317,2025-12-19,4,2,login
59068,4828,2026-06-05,37,10,view
59069,4868,2025-07-02,30,1,login
59070,4520,2026-01-04,48,5,view
59071,3457,2025-03-16,54,14,login
59072,2171,2025-07-01,37,7,view
59073,3604,2026-06-06,40,15,add_to_cart
59074,3124,2024-08-29,17,11,login
59075,3333,2025-09-15,35,16,login
59076,4161,2025-11-21,24,2,add_to_cart
59077,3825,2025-08-10,17,19,login
59078,3802,2025-08-14,35,10,login
59079,2578,2025-06-08,53,17,login
59080,4471,2026-03-17,12,4,login
59081,2186,2024-11-08,21,16,view
59082,3477,2025-10-21,14,16,view
59083,1368,2026-02-07,46,12,view
59084,799,2025-11-30,37,1,login
59085,1054,2024-11-13,51,2,view
59086,2568,2024-07-26,12,12,view
59087,4713,2025-12-01,30,12,purchase
59088,2094,2025-05-23,12,17,purchase
59089,3287,2025-03-07,15,9,add_to_cart
59090,2091,2025-12-06,17,10,login
59091,4116,2026-06-04,13,16,purchase
59092,4077,2025-03-12,27,15,add_to_cart
59093,4460,2026-03-22,26,7,add_to_cart
59094,1303,2025-06-18,48,14,login
59095,2938,2026-03-21,16,11,login
59096,3463,2025-08-16,59,4,login
59097,979,2025-04-28,57,14,login
59098,3179,2026-03-20,15,5,login
59099,1064,2025-11-03,47,7,view
59100,531,2024-08-28,46,16,view
59101,2659,2025-04-06,22,8,view
59102,339,2025-02-16,5,14,add_to_cart
59103,3396,2026-04-14,49,17,login
59104,3880,2025-08-20,29,11,login
59105,734,2024-12-28,24,7,add_to_cart
59106,3554,2024-09-01,44,1,login
59107,2787,2026-01-14,17,15,view
59108,1217,2026-02-27,57,13,view
59109,3502,2024-11-15,20,4,add_to_cart
59110,3001,2026-03-27,38,7,login
59111,944,2024-06-21,9,19,login
59112,4540,2024-07-14,27,5,add_to_cart
59113,3157,2026-01-05,29,1,login
59114,587,2026-04-04,40,4,view
59115,1366,2025-10-10,18,1,login
59116,3882,2024-11-21,38,13,login
59117,516,2026-06-09,44,18,purchase
59118,1485,2024-10-19,24,8,login
59119,4319,2024-10-21,56,6,login
59120,354,2024-07-02,17,15,view
59121,4720,2025-04-28,25,17,view
59122,3749,2025-01-29,24,5,add_to_cart
59123,2186,2025-04-24,7,13,view
59124,3176,2024-11-01,47,12,view
59125,979,2024-07-02,22,3,add_to_cart
59126,490,2025-05-08,25,1,view
59127,4982,2025-11-03,26,12,login
59128,1744,2025-05-14,42,1,view
59129,594,2025-06-30,7,19,view
59130,3144,2024-10-27,56,15,purchase
59131,1648,2025-10-07,51,17,login
59132,2400,2025-07-10,38,16,view
59133,445,2024-12-19,58,7,login
59134,3289,2025-05-05,26,2,view
59135,3270,2026-02-12,3,10,view
59136,4743,2024-08-20,24,19,login
59137,80,2025-09-18,13,16,view
59138,2785,2025-10-15,41,8,login
59139,3906,2025-02-08,25,16,login
59140,4712,2025-12-22,45,18,login
59141,782,2024-08-18,27,1,login
59142,1141,2025-12-30,45,10,purchase
59143,1107,2026-04-15,20,19,add_to_cart
59144,4591,2024-07-08,37,13,add_to_cart
59145,4409,2024-11-04,17,8,add_to_cart
59146,4054,2026-04-12,7,6,login
59147,689,2025-07-11,55,14,login
59148,4226,2025-12-12,57,18,add_to_cart
59149,4012,2025-11-16,59,10,purchase
59150,1882,2025-12-10,54,1,view
59151,4340,2026-06-03,40,17,view
59152,2832,2024-10-31,22,1,view
59153,1588,2025-09-22,56,14,view
59154,2263,2025-04-25,46,10,login
59155,4489,2024-11-19,52,13,view
59156,4576,2025-12-28,40,6,view
59157,1729,2026-01-20,18,1,view
59158,2411,2025-07-17,43,14,add_to_cart
59159,2076,2025-12-01,26,12,add_to_cart
59160,1133,2024-06-19,57,8,login
59161,3051,2024-10-31,23,15,login
59162,4479,2025-05-20,4,4,login
59163,2169,2025-02-13,35,17,login
59164,3128,2026-01-25,26,19,view
59165,3227,2025-09-22,1,12,view
59166,4192,2026-04-24,40,19,login
59167,1296,2025-11-06,34,16,view
59168,2693,2026-01-09,18,4,add_to_cart
59169,4766,2024-10-13,26,16,view
59170,3380,2026-03-25,13,11,add_to_cart
59171,262,2026-04-29,52,12,login
59172,3962,2026-01-31,25,12,login
59173,462,2025-08-24,32,15,login
59174,4125,2024-07-28,29,16,add_to_cart
59175,3204,2024-12-12,42,12,login
59176,491,2024-08-12,43,9,login
59177,1717,2025-03-12,27,6,view
59178,2761,2024-09-07,6,10,add_to_cart
59179,4594,2025-10-16,53,12,view
59180,2951,2026-05-08,16,14,login
59181,4076,2024-10-19,12,3,view
59182,1943,2024-10-25,51,6,add_to_cart
59183,2440,2026-01-14,12,6,add_to_cart
59184,2517,2025-05-16,8,6,login
59185,84,2025-02-15,50,2,view
59186,1155,2025-10-27,47,16,view
59187,485,2026-02-14,30,3,login
59188,1128,2025-07-29,21,14,login
59189,4701,2024-08-21,41,1,add_to_cart
59190,3651,2025-12-11,5,1,add_to_cart
59191,4317,2026-02-14,18,9,view
59192,128,2025-05-25,38,4,login
59193,1321,2025-06-10,46,4,view
59194,388,2024-10-29,22,7,add_to_cart
59195,2233,2025-09-10,26,11,view
59196,1844,2025-10-30,38,18,login
59197,841,2025-10-30,28,1,view
59198,4431,2024-11-06,34,6,purchase
59199,1186,2025-03-10,19,19,view
59200,1901,2025-06-14,12,4,view
59201,1578,2025-08-02,17,12,login
59202,572,2024-11-16,54,12,login
59203,802,2025-05-11,10,18,view
59204,2578,2024-12-14,27,7,login
59205,2389,2025-05-04,42,13,view
59206,2894,2025-08-02,44,11,login
59207,1796,2024-09-07,27,3,add_to_cart
59208,2409,2024-09-22,50,17,add_to_cart
59209,1942,2024-12-05,34,2,login
59210,2028,2024-06-29,34,6,login
59211,3999,2025-02-23,16,4,login
59212,2225,2025-12-04,44,10,view
59213,2808,2024-12-04,36,14,view
59214,1154,2024-10-09,11,6,add_to_cart
59215,2298,2026-03-31,15,18,view
59216,1049,2025-02-25,46,1,login
59217,2760,2024-10-01,56,19,view
59218,76,2025-05-12,6,10,view
59219,1181,2024-07-23,36,10,login
59220,2059,2024-07-17,55,8,add_to_cart
59221,3209,2024-08-08,55,19,add_to_cart
59222,2273,2025-10-22,16,12,view
59223,1425,2024-08-23,28,19,view
59224,2143,2025-08-08,24,9,login
59225,1427,2025-10-25,4,19,login
59226,1168,2024-09-07,57,12,login
59227,1463,2026-05-07,48,16,view
59228,3043,2024-11-06,13,10,view
59229,2904,2026-05-29,41,17,login
59230,1040,2026-05-17,24,16,view
59231,415,2024-12-22,42,9,view
59232,4393,2026-05-29,25,7,add_to_cart
59233,3973,2024-06-28,33,16,purchase
59234,4303,2025-06-23,25,13,login
59235,4320,2024-11-28,43,11,login
59236,514,2025-07-28,17,16,login
59237,1243,2025-07-29,42,7,view
59238,4499,2026-06-14,58,8,login
59239,3570,2026-03-18,56,2,add_to_cart
59240,3926,2026-06-10,50,15,login
59241,296,2025-08-26,49,11,login
59242,4264,2025-11-08,36,16,login
59243,1113,2024-08-02,59,8,view
59244,2267,2026-06-11,20,4,login
59245,618,2026-03-18,9,19,login
59246,2972,2024-08-14,16,12,view
59247,2637,2025-10-18,3,11,view
59248,912,2024-10-04,13,5,view
59249,1287,2024-10-23,39,19,purchase
59250,791,2024-08-22,14,11,view
59251,1349,2024-09-29,10,11,add_to_cart
59252,920,2025-01-06,59,10,view
59253,4882,2025-10-14,10,4,login
59254,1676,2024-11-17,46,5,add_to_cart
59255,3125,2026-01-16,17,18,view
59256,4311,2026-02-07,40,5,login
59257,1762,2026-01-25,33,16,view
59258,2446,2025-11-27,30,16,add_to_cart
59259,246,2026-02-20,27,4,add_to_cart
59260,1859,2026-03-10,48,14,add_to_cart
59261,4620,2025-05-04,37,14,login
59262,689,2025-03-14,15,9,login
59263,1045,2024-09-23,11,1,add_to_cart
59264,4158,2026-03-18,28,1,view
59265,446,2024-08-28,44,19,purchase
59266,3555,2024-08-01,59,2,login
59267,4975,2024-08-15,44,2,add_to_cart
59268,4881,2024-07-10,11,1,purchase
59269,1849,2025-05-26,52,17,view
59270,112,2026-03-01,14,1,add_to_cart
59271,1149,2025-10-25,19,14,login
59272,2582,2025-01-13,34,15,login
59273,292,2025-03-01,24,3,view
59274,3552,2024-11-01,15,15,view
59275,708,2026-05-22,38,1,view
59276,4963,2026-04-17,56,16,login
59277,1809,2024-07-22,3,13,login
59278,4337,2025-12-31,51,19,add_to_cart
59279,1422,2025-03-13,11,13,view
59280,1277,2025-12-14,5,17,view
59281,3009,2024-07-25,11,2,add_to_cart
59282,2162,2024-07-12,28,12,login
59283,2138,2025-09-16,51,11,purchase
59284,1510,2026-05-30,35,5,view
59285,701,2025-09-06,48,2,view
59286,1972,2024-08-17,48,8,view
59287,2779,2024-08-06,20,13,login
59288,3629,2025-10-01,18,3,login
59289,3560,2025-10-17,28,15,purchase
59290,2136,2025-12-30,49,18,add_to_cart
59291,41,2025-06-09,21,17,add_to_cart
59292,1380,2024-09-14,5,5,view
59293,2155,2025-02-20,30,16,add_to_cart
59294,3224,2025-07-12,10,10,login
59295,3412,2024-07-07,33,18,view
59296,3723,2025-07-17,22,3,view
59297,3707,2026-03-02,32,2,login
59298,4975,2025-03-31,47,19,view
59299,2421,2025-10-16,21,6,view
59300,3626,2024-09-19,37,14,login
59301,2098,2024-08-19,1,1,view
59302,2151,2025-12-06,57,14,login
59303,4468,2024-08-04,45,13,view
59304,1239,2026-03-28,48,16,login
59305,3814,2026-04-28,51,18,view
59306,834,2026-04-08,29,11,purchase
59307,229,2026-04-28,19,4,view
59308,2295,2025-02-21,26,1,login
59309,477,2024-07-04,9,11,view
59310,1060,2025-11-13,55,7,login
59311,3473,2025-12-11,11,7,login
59312,821,2025-02-06,16,15,add_to_cart
59313,4049,2024-09-07,37,8,add_to_cart
59314,1540,2024-10-22,1,9,login
59315,1695,2026-03-19,35,3,login
59316,301,2024-10-19,22,3,add_to_cart
59317,3734,2025-12-31,53,2,login
59318,3594,2026-04-10,7,18,add_to_cart
59319,4735,2025-03-09,8,18,login
59320,2931,2024-08-01,4,18,add_to_cart
59321,4563,2026-03-29,50,5,login
59322,3457,2024-08-13,16,3,login
59323,3456,2024-09-12,25,10,add_to_cart
59324,2681,2024-10-23,43,8,login
59325,2412,2026-05-20,30,12,view
59326,4918,2025-07-12,22,9,login
59327,3115,2025-06-04,14,14,view
59328,2772,2026-02-09,12,5,view
59329,2712,2026-01-31,42,13,purchase
59330,1553,2026-06-10,48,19,login
59331,4416,2025-02-28,41,7,view
59332,3859,2024-08-01,9,7,view
59333,150,2025-07-25,56,18,add_to_cart
59334,3233,2024-11-04,27,7,login
59335,1835,2025-04-19,47,1,login
59336,3287,2025-06-14,59,16,add_to_cart
59337,1866,2026-02-28,18,1,view
59338,4668,2024-07-18,16,19,view
59339,4142,2024-11-14,11,18,view
59340,94,2025-08-29,27,3,login
59341,987,2024-07-28,40,16,view
59342,4282,2025-09-16,6,18,login
59343,3442,2025-06-27,54,18,login
59344,1256,2024-12-24,20,8,purchase
59345,3938,2025-08-23,7,8,add_to_cart
59346,3252,2024-06-22,34,15,login
59347,4413,2025-05-22,56,16,view
59348,4043,2025-10-07,13,7,add_to_cart
59349,2993,2025-09-16,10,11,view
59350,486,2024-08-28,30,6,add_to_cart
59351,2249,2025-01-22,3,16,view
59352,211,2025-09-29,8,16,view
59353,4437,2024-12-19,50,14,login
59354,3222,2025-07-03,4,7,add_to_cart
59355,1160,2026-05-24,55,7,view
59356,2771,2026-05-11,16,3,login
59357,2645,2024-09-07,40,3,login
59358,2831,2025-09-25,50,18,view
59359,3451,2024-08-27,16,5,purchase
59360,3530,2024-07-10,28,11,view
59361,2320,2025-01-16,55,5,login
59362,4526,2025-03-30,39,7,add_to_cart
59363,977,2024-09-10,39,5,add_to_cart
59364,3928,2025-02-06,13,19,login
59365,120,2024-09-18,32,7,login
59366,2188,2024-12-31,51,19,login
59367,2901,2025-04-08,26,5,view
59368,2788,2025-12-15,51,12,add_to_cart
59369,1518,2025-08-07,49,5,login
59370,1261,2025-07-10,21,10,login
59371,1612,2026-02-22,8,19,view
59372,3881,2024-09-17,52,12,login
59373,993,2026-02-17,30,1,view
59374,1210,2025-07-05,28,4,add_to_cart
59375,1542,2025-02-18,31,2,view
59376,2302,2026-01-20,32,8,view
59377,4834,2025-04-30,37,19,view
59378,4795,2024-08-04,24,7,login
59379,1309,2024-07-18,11,5,login
59380,4638,2025-08-29,44,13,login
59381,2664,2025-03-14,21,6,view
59382,3108,2025-08-21,15,12,login
59383,3562,2024-12-09,22,6,login
59384,4133,2026-02-22,31,5,add_to_cart
59385,4904,2025-01-31,6,17,login
59386,4020,2025-08-09,47,3,view
59387,4978,2025-12-29,11,3,view
59388,4452,2024-12-18,12,15,login
59389,2406,2025-03-06,40,13,add_to_cart
59390,3747,2026-06-08,14,19,login
59391,3907,2025-09-22,56,15,add_to_cart
59392,4422,2024-08-05,31,4,view
59393,1462,2026-03-12,16,4,purchase
59394,3889,2024-10-17,5,12,view
59395,1756,2025-06-14,21,19,login
59396,73,2025-03-03,50,14,add_to_cart
59397,236,2026-04-27,7,11,view
59398,2363,2024-12-09,18,15,add_to_cart
59399,4075,2025-05-05,41,16,add_to_cart
59400,934,2026-01-15,25,5,login
59401,3816,2024-11-06,30,13,view
59402,2010,2025-02-04,48,10,login
59403,3151,2026-06-03,38,4,purchase
59404,1428,2026-04-20,42,7,login
59405,1908,2025-06-18,25,3,login
59406,3383,2025-10-05,35,3,login
59407,530,2025-10-08,18,5,add_to_cart
59408,56,2026-01-14,48,12,login
59409,2012,2024-07-29,25,3,login
59410,1134,2025-03-17,20,10,view
59411,394,2024-11-05,56,16,purchase
59412,2144,2026-01-31,17,5,login
59413,2474,2024-12-11,12,13,view
59414,197,2025-11-28,38,3,purchase
59415,4022,2024-11-12,24,7,add_to_cart
59416,3843,2026-01-05,19,18,purchase
59417,2889,2025-11-11,20,13,add_to_cart
59418,2782,2025-12-28,47,18,purchase
59419,3928,2025-02-10,13,9,login
59420,2073,2025-06-21,56,2,view
59421,4874,2025-03-05,2,15,view
59422,4279,2024-06-26,18,7,login
59423,3788,2026-03-03,27,5,login
59424,1484,2026-02-06,8,15,view
59425,735,2026-01-26,49,11,login
59426,2253,2026-03-10,20,6,view
59427,2041,2025-09-07,58,8,add_to_cart
59428,3019,2026-04-07,39,14,login
59429,96,2024-08-09,19,17,view
59430,291,2026-05-11,18,6,view
59431,4962,2025-06-26,55,11,view
59432,1580,2025-08-17,19,4,view
59433,1,2024-11-13,6,16,view
59434,725,2025-03-19,41,17,add_to_cart
59435,2388,2026-01-04,39,16,view
59436,2231,2025-05-09,36,16,view
59437,1050,2024-11-11,21,15,view
59438,2626,2026-05-30,7,13,view
59439,4113,2025-10-31,18,3,login
59440,1598,2025-04-04,28,4,view
59441,4084,2026-06-08,56,15,login
59442,2007,2026-03-31,38,9,login
59443,1151,2025-01-11,47,12,view
59444,4057,2026-04-02,14,5,login
59445,4695,2024-07-13,2,3,add_to_cart
59446,2411,2025-10-18,58,6,login
59447,1326,2026-06-12,52,11,purchase
59448,399,2025-10-19,55,6,login
59449,2503,2025-11-17,39,18,view
59450,4847,2025-03-29,39,15,login
59451,2790,2025-07-30,26,2,login
59452,1233,2026-06-15,27,4,login
59453,314,2025-02-27,35,8,login
59454,2937,2025-07-14,24,3,view
59455,3077,2025-08-19,46,9,view
59456,4883,2024-08-11,42,15,login
59457,3345,2024-09-01,9,3,view
59458,4874,2025-08-13,23,18,view
59459,4169,2025-03-31,28,7,add_to_cart
59460,4924,2025-03-15,46,17,login
59461,910,2025-05-31,52,12,view
59462,2930,2025-06-20,46,13,purchase
59463,3613,2024-08-20,58,1,purchase
59464,2006,2025-06-16,11,17,view
59465,686,2024-07-04,50,2,login
59466,3849,2025-05-25,26,16,view
59467,384,2026-04-02,34,11,login
59468,3140,2025-06-01,12,19,view
59469,691,2025-03-23,21,13,view
59470,1206,2025-06-17,57,10,view
59471,3161,2025-05-13,27,12,view
59472,3304,2026-05-13,21,15,view
59473,4934,2025-05-18,14,13,view
59474,3929,2026-05-23,25,15,view
59475,832,2024-09-26,57,16,view
59476,1576,2026-05-24,3,15,add_to_cart
59477,3579,2025-06-09,12,10,add_to_cart
59478,1684,2024-08-10,3,5,view
59479,4085,2024-07-31,3,8,view
59480,4393,2026-04-07,46,6,view
59481,1323,2026-03-08,57,6,add_to_cart
59482,3483,2025-12-19,57,17,view
59483,3890,2025-04-14,20,11,view
59484,929,2024-09-04,27,6,login
59485,1791,2024-07-12,33,18,login
59486,4149,2025-01-23,3,7,login
59487,4885,2024-10-28,4,16,login
59488,2449,2026-02-10,20,10,login
59489,1605,2026-01-28,6,12,login
59490,4318,2024-07-11,23,17,view
59491,585,2024-12-27,7,2,view
59492,835,2024-07-02,43,11,login
59493,1748,2025-06-18,8,11,view
59494,2190,2024-11-23,27,5,view
59495,4293,2026-06-01,19,2,view
59496,1253,2025-12-14,38,16,view
59497,364,2026-01-07,21,17,purchase
59498,4524,2025-03-14,44,4,add_to_cart
59499,3635,2024-12-14,33,8,add_to_cart
59500,4632,2025-08-26,17,1,view
59501,1497,2025-04-15,32,10,add_to_cart
59502,2935,2025-07-31,51,16,view
59503,1094,2024-10-05,52,16,add_to_cart
59504,4851,2026-04-14,17,14,login
59505,1258,2025-07-09,20,6,login
59506,879,2024-08-05,32,2,view
59507,4786,2025-02-21,22,7,add_to_cart
59508,2780,2025-10-12,35,5,view
59509,4768,2026-03-22,17,2,login
59510,2761,2025-06-13,10,11,view
59511,2624,2025-08-06,36,4,purchase
59512,4701,2024-07-02,7,6,login
59513,3114,2024-06-23,7,14,view
59514,2559,2025-12-28,52,18,view
59515,4779,2025-06-13,27,13,login
59516,3663,2026-06-09,11,11,view
59517,3516,2026-04-17,54,9,login
59518,3413,2025-11-04,14,2,view
59519,3536,2026-04-09,45,12,login
59520,4498,2025-08-25,16,17,login
59521,187,2025-04-10,28,19,view
59522,4044,2026-05-08,34,15,view
59523,4802,2024-09-14,49,3,login
59524,2664,2026-05-30,32,18,login
59525,638,2026-05-03,17,13,view
59526,2030,2025-05-15,25,13,view
59527,2421,2025-09-28,42,1,view
59528,1839,2024-06-16,52,15,view
59529,1983,2024-08-03,47,3,view
59530,2138,2026-03-16,17,10,view
59531,2189,2025-07-25,29,3,view
59532,3628,2025-02-17,56,3,view
59533,3422,2024-12-23,56,7,view
59534,4803,2025-01-04,26,14,view
59535,2257,2025-12-22,22,13,view
59536,3254,2025-06-13,6,6,login
59537,1870,2025-02-25,40,11,add_to_cart
59538,834,2025-02-15,29,15,login
59539,2119,2024-08-02,40,12,login
59540,4775,2026-01-16,37,2,add_to_cart
59541,4340,2025-05-22,34,7,login
59542,1422,2025-02-02,33,1,view
59543,3294,2025-07-28,53,13,login
59544,2016,2024-09-01,11,19,view
59545,3011,2025-01-02,12,3,view
59546,3940,2025-02-03,18,4,login
59547,1459,2026-06-05,27,8,view
59548,333,2025-02-08,25,7,add_to_cart
59549,417,2024-12-17,4,14,view
59550,1855,2026-01-29,5,11,add_to_cart
59551,4611,2025-09-17,53,1,login
59552,3749,2025-01-05,24,10,add_to_cart
59553,817,2025-01-20,19,16,view
59554,4298,2025-05-01,40,19,add_to_cart
59555,3908,2026-01-15,13,6,view
59556,3179,2025-09-26,13,2,login
59557,4058,2024-10-24,7,11,add_to_cart
59558,973,2025-04-22,54,1,view
59559,1281,2025-04-21,26,12,add_to_cart
59560,2709,2024-10-29,16,19,login
59561,4311,2025-05-03,30,19,login
59562,1406,2026-02-05,44,2,view
59563,3931,2024-12-01,38,16,add_to_cart
59564,4452,2025-09-22,33,16,view
59565,3111,2026-05-11,42,16,add_to_cart
59566,1727,2025-03-10,1,16,view
59567,1492,2024-08-29,29,12,view
59568,1293,2025-09-13,31,16,view
59569,1306,2025-12-09,41,9,view
59570,2917,2025-07-26,33,2,login
59571,2615,2024-09-07,15,14,view
59572,1615,2025-12-23,38,10,login
59573,3526,2026-03-18,49,11,login
59574,106,2024-12-10,16,1,login
59575,3744,2025-08-04,58,2,view
59576,2256,2026-04-30,41,15,login
59577,803,2026-06-03,43,15,add_to_cart
59578,826,2024-12-14,8,16,view
59579,2760,2024-11-09,16,1,view
59580,4154,2025-01-18,5,14,add_to_cart
59581,1229,2026-05-27,53,5,login
59582,3108,2025-12-12,2,18,add_to_cart
59583,1621,2026-04-25,34,9,add_to_cart
59584,2896,2025-10-07,4,15,login
59585,2813,2025-10-29,28,9,view
59586,1314,2025-02-07,48,5,login
59587,2875,2024-08-16,57,3,login
59588,3700,2025-02-18,37,1,login
59589,643,2026-05-28,39,4,view
59590,2116,2025-03-04,3,1,view
59591,1018,2026-05-17,35,13,view
59592,2201,2024-11-03,33,6,view
59593,2522,2025-09-04,11,10,add_to_cart
59594,4448,2026-01-12,50,6,purchase
59595,4240,2026-04-02,45,7,login
59596,1606,2026-04-08,16,18,view
59597,3326,2025-10-08,25,8,view
59598,3200,2024-10-17,41,16,login
59599,4849,2025-06-09,17,9,view
59600,4506,2025-06-09,52,17,login
59601,2171,2025-06-16,28,3,login
59602,4868,2025-11-24,16,18,add_to_cart
59603,3329,2025-06-03,55,11,view
59604,2722,2024-08-24,11,1,purchase
59605,4448,2024-11-10,56,16,add_to_cart
